Date,Last Touch Channel,Visitor_ID,Visits
"May 5, 2020",Natural Search,2998156674618902590_7016482129975585647,1
"May 5, 2020",Natural Search,3392263660508672727_4611695807196568334,1
"May 5, 2020",Natural Search,3398390137151137641_6917540215616920845,1
"May 5, 2020",Natural Search,3401029319392600971_6917536116107810949,1
"May 5, 2020",Natural Search,3451076376537855473_7336313075001560572,1
"May 5, 2020",Natural Search,3553770605714632603_2845180439075870597,1
"May 5, 2020",Natural Search,3970857544848557688_957242764181546850,1
"May 5, 2020",Natural Search,4466717751170186072_4225351989523787521,1
"May 5, 2020",Natural Search,6127403692195974305_8270266238673959659,1
"May 5, 2020",Natural Search,6661875969181292660_1630343247989783144,1
"May 5, 2020",Natural Search,6700987345451457410_4544914557018923155,1
"May 5, 2020",Natural Search,7000315818293923751_5857637464983941519,1
"May 5, 2020",Natural Search,7575639363545724325_5992098655394598771,1
"May 5, 2020",Natural Search,7712118382890525132_6847352527595013092,1
"May 5, 2020",Natural Search,877736739745455797_8707540471628666424,1
"May 5, 2020",Referring Domains,164856510654661518_9137085303849293011,1
"May 5, 2020",Referring Domains,2473088331198682713_6647111696577045785,1
"May 6, 2020",Direct,1468901879287455826_5404844648184520575,1
"May 6, 2020",Direct,2266300375655262187_8620477730995483122,1
"May 6, 2020",Direct,3492949321802249556_6535023748893210416,1
"May 6, 2020",Direct,4431441914569013581_4765729206267671151,1
"May 6, 2020",Direct,5138182857380569542_6391266165308732311,1
"May 6, 2020",Direct,8860212746954943145_3239204126568210303,1
"May 6, 2020",Direct,9054852523462501170_7771073601457156819,1
"May 6, 2020",Display,4592185268962991502_3995941865773535231,1
"May 6, 2020",Internal Referrer,259941416823038027_7248601725161508882,1
"May 6, 2020",Internal Referrer,4329152045010464162_5171600683061563421,1
"May 6, 2020",Internal Referrer,5191100677969984759_3321231246666626932,1
"May 6, 2020",Natural Search,2137797866742772948_1685253545907662417,1
"May 6, 2020",Natural Search,2228127748909061118_2214652474864925758,1
"May 6, 2020",Natural Search,2368222966717233912_7501248595596715853,1
"May 6, 2020",Natural Search,3252206530840624156_2460561556700894985,1
"May 6, 2020",Natural Search,4501163309539220293_2730332068360223979,1
"May 6, 2020",Natural Search,5604080969267973999_7215616048982952607,1
"May 6, 2020",Natural Search,6037011004648237967_6339433927257006925,1
"May 6, 2020",Natural Search,6189224783778169082_1281625770041580778,1
"May 6, 2020",Natural Search,7025849936700581931_5784096050132442093,1
"May 6, 2020",Natural Search,7046821702789233040_2886916634666178006,1
"May 6, 2020",Natural Search,7853698955447114179_7456633560135608076,1
"May 6, 2020",Natural Search,8077121177401647878_7144071670908042025,1
"May 6, 2020",Natural Search,8142775883941951793_3420841613967944633,1
"May 6, 2020",Natural Search,9053022781672539115_2699059597690382338,1
"May 6, 2020",Paid Search,3252206530840624156_2460561556700894985,1
"May 7, 2020",Direct,2088850498886583075_7934615554500555944,1
"May 7, 2020",Direct,2766968183887065834_190015801663050860,1
"May 7, 2020",Direct,3285710059526621544_4611705283503230653,1
"May 7, 2020",Direct,3632331016921486985_1058106621132537036,1
"May 7, 2020",Direct,6815276840305160543_4676126870554300050,1
"May 7, 2020",Direct,8378422699266447141_7423445182209616694,1
"May 7, 2020",Direct,8769380659910396468_3324980576852144073,1
"May 7, 2020",Email,7903615156866859495_6670126268945210596,1
"May 7, 2020",Internal Referrer,1773222057013070901_4620955602208821019,1
"May 7, 2020",Internal Referrer,6784174854341895951_2328290774011778416,1
"May 7, 2020",Internal Referrer,8670842638987639569_1589903038037527232,1
"May 7, 2020",Natural Search,2535941350795706955_3130542904044445339,1
"May 7, 2020",Natural Search,281339154294203526_5202103561949881264,1
"May 7, 2020",Natural Search,6057000476176146906_8644323775201424704,1
"May 7, 2020",Natural Search,6619902510849176031_6287684005610880618,1
"May 7, 2020",Natural Search,6756665943788187069_3966677381564877380,1
"May 7, 2020",Natural Search,7123462070305080738_68970847977473620,1
"May 7, 2020",Natural Search,7399865350658229790_4491269248344255314,1
"May 7, 2020",Natural Search,7827227853609840_5393028986483328556,1
"May 7, 2020",Natural Search,8577051112154805108_274195180592766523,1
"May 7, 2020",Paid Search,1790366400565189335_2050959587303166536,1
"May 8, 2020",Affiliates,5705555881036667429_4093029983582734423,1
"May 8, 2020",Direct,1459836685360952545_955686374282780617,1
"May 8, 2020",Direct,3352585846388889968_6917548348014958345,1
"May 8, 2020",Direct,4587416829616134553_2064225383017446931,1
"May 8, 2020",Direct,6952640000243660404_4436461102084437941,1
"May 8, 2020",Direct,7608301830916408916_2868132060761368389,1
"May 8, 2020",Internal Referrer,2739716829299339646_5200543726514660600,1
"May 8, 2020",Internal Referrer,8491219363876510751_5295823802696514569,1
"May 8, 2020",Natural Search,1097931909219113171_2043031227679625200,1
"May 8, 2020",Natural Search,2575393349212051699_9041574767288702293,1
"May 8, 2020",Natural Search,3294652958825998153_4611705344169653405,1
"May 8, 2020",Natural Search,3410342288106584226_4611698551052323774,1
"May 8, 2020",Natural Search,3423183049203750072_4015666379003385046,1
"May 8, 2020",Natural Search,4233500758858236530_1944282292219005221,1
"May 8, 2020",Natural Search,6299586499385931850_7775003153735053840,1
"May 8, 2020",Natural Search,7046098204246720111_8610027272648558940,1
"May 8, 2020",Natural Search,740785680184237239_3658730102846424233,1
"May 8, 2020",Natural Search,8192923320686742212_7151880717951882077,1
"May 8, 2020",Natural Search,8795259940619564147_4685208326978330360,1
"May 8, 2020",Paid Search,3366282821366168985_4611687204375472637,1
"May 8, 2020",Paid Search,3374791331969073152_4618978322335557961,1
"May 8, 2020",Paid Search,6620372298147800956_7235275415380809056,1
"May 9, 2020",Direct,509031787315734674_3358238793603755544,1
"May 9, 2020",Direct,6522549648077843882_6621683259566656834,1
"May 9, 2020",Direct,6711010734505861716_1705268155009108119,1
"May 9, 2020",Direct,7497513973761351281_2107840244629427001,1
"May 9, 2020",Direct,8328685794056150737_6223512128907565134,1
"May 9, 2020",Direct,8378798134685904332_1150264664302820173,1
"May 9, 2020",Internal Referrer,2951167085287124303_1210682111467729411,1
"May 9, 2020",Internal Referrer,3558687968813291664_437133969202562226,1
"May 9, 2020",Natural Search,1174184018740862968_8460632256021859521,1
"May 9, 2020",Natural Search,1744093728659770875_755887364642759252,1
"May 9, 2020",Natural Search,1767151034486143808_8828237375485570857,1
"May 9, 2020",Natural Search,2234131897322546041_4460835410762959437,1
"May 9, 2020",Natural Search,352399642957719120_3249563659519874412,1
"May 9, 2020",Natural Search,5514971029096550238_6345262989898526828,1
"May 9, 2020",Natural Search,5764037861226076164_2333530580885118845,1
"May 9, 2020",Natural Search,5807029008629295036_972753628036581266,1
"May 9, 2020",Natural Search,6715919003703281006_3703397689941955314,1
"May 9, 2020",Natural Search,6893466361024518495_8948778092310470806,1
"May 9, 2020",Natural Search,7730000954876802550_5653966284594970048,1
"May 9, 2020",Natural Search,7971408516353767556_231359705149777659,1
"May 9, 2020",Natural Search,9047141224612351277_6446183639422617357,1
"May 9, 2020",Other sources,1973463210644262196_1050913505561244724,1
"May 9, 2020",Paid Search,5278097264017309308_1212039218727632139,1
"May 10, 2020",Email,3578668417717619107_8926620707182753241,1
"May 10, 2020",Natural Search,3407643800956685286_4611692897656524029,1
"May 10, 2020",Natural Search,5125640262191550221_2370701166372071814,1
"May 10, 2020",Natural Search,6228900289057873347_1571370926088127272,1
"May 10, 2020",Natural Search,797851123007488250_9155540871435870003,1
"May 10, 2020",Natural Search,8778218032761426008_1129924048068049071,1
"May 11, 2020",Direct,1948078071315383621_4914539127385760529,1
"May 11, 2020",Direct,2019896800474154088_2587336143669881797,1
"May 11, 2020",Direct,2339470563737655137_7792170413088629783,1
"May 11, 2020",Direct,248745558515020844_8537514602571755296,1
"May 11, 2020",Direct,3328585820394733862_4611687161425559728,1
"May 11, 2020",Direct,3761412757055545496_8196754576128235253,1
"May 11, 2020",Direct,8125329630316626429_1372880104121009780,1
"May 11, 2020",Display,6332285107628359314_7441567049831608422,1
"May 11, 2020",Internal Referrer,1995053888194011976_4926391313684952679,1
"May 11, 2020",Internal Referrer,3280587531489891877_6917530195335328171,1
"May 11, 2020",Internal Referrer,6461331510652628687_1724109839507218935,1
"May 11, 2020",Internal Referrer,8235748246651890887_7984475243431259494,1
"May 11, 2020",Natural Search,2655336992328399295_3496465826351150597,1
"May 11, 2020",Natural Search,2969443928027825745_6688216452152331901,1
"May 11, 2020",Natural Search,3659760368714402376_656365564559331534,1
"May 11, 2020",Natural Search,3974222348822118109_2065904446109501538,1
"May 11, 2020",Natural Search,3999619981358795700_93255363256435680,1
"May 11, 2020",Natural Search,4127291640904510539_3007336461678762533,1
"May 11, 2020",Natural Search,5346909438609541699_8221110027492754212,1
"May 11, 2020",Natural Search,6439666103604691752_3690791875414794357,1
"May 11, 2020",Natural Search,6727403107165347838_9101742306725667730,1
"May 11, 2020",Natural Search,8555975601328349451_6127493360091781804,1
"May 11, 2020",Natural Search,8830021571768749391_9165988551484249875,1
"May 11, 2020",Paid Search,4849573129100668971_8552610545108982251,1
"May 11, 2020",Paid Search,6354302936151493128_3129733647447606327,1
"May 12, 2020",Direct,1483690487368504939_8867395467570569275,1
"May 12, 2020",Direct,2870664878708287268_5519957374436927782,1
"May 12, 2020",Direct,3011568219994563470_7142599229756133878,1
"May 12, 2020",Direct,317933145990672089_2497730599472646359,1
"May 12, 2020",Direct,5346104405122150693_3404361779894044274,1
"May 12, 2020",Internal Referrer,3298323193064297174_4611687165720541320,1
"May 12, 2020",Natural Search,127451261447355988_1120532768293413561,1
"May 12, 2020",Natural Search,1381960317642725860_103630781309069799,1
"May 12, 2020",Natural Search,1407624177501291982_3645855259689713991,1
"May 12, 2020",Natural Search,1983142108268901649_2442411022654380769,1
"May 12, 2020",Natural Search,2064728602637412157_9207788914841289658,1
"May 12, 2020",Natural Search,2298090608120274444_5428479353341313794,1
"May 12, 2020",Natural Search,2618667844949718763_3396395952062671938,1
"May 12, 2020",Natural Search,3321070310526244959_6917548308286146075,1
"May 12, 2020",Natural Search,3330323325791996806_4611687244640558309,1
"May 12, 2020",Natural Search,3380332185525790217_4611693795981524654,1
"May 12, 2020",Natural Search,3502713276708865200_4924229943222987051,1
"May 12, 2020",Natural Search,5425783781364983901_6645383777754406164,1
"May 12, 2020",Natural Search,841101017061637340_3948141765025169550,1
"May 12, 2020",Natural Search,9166017213488088813_7421511290264656737,1
"May 12, 2020",Paid Search,5182017946770558440_2929523085732988531,1
"May 13, 2020",Direct,4354665108644550572_5572523694376660365,1
"May 13, 2020",Direct,5189070397390461003_874584002015953969,1
"May 13, 2020",Direct,595675994526514319_2170961063474046452,1
"May 13, 2020",Direct,6470051651557992443_6980861430637504275,1
"May 13, 2020",Direct,6737301668815006488_7694274085151401931,1
"May 13, 2020",Direct,975067639796982066_649994744039652482,1
"May 13, 2020",Internal Referrer,1100792169817097893_7781386851075407473,1
"May 13, 2020",Internal Referrer,3397970505961417826_6917536376958695870,1
"May 13, 2020",Internal Referrer,4265834857433759361_2867512607633171372,1
"May 13, 2020",Natural Search,1037875885322332447_7437452258072797287,1
"May 13, 2020",Natural Search,1156049877500609250_7775966450506495227,1
"May 13, 2020",Natural Search,242749707937932459_8506270681841347137,1
"May 13, 2020",Natural Search,2824819620064441198_3419277675940995097,1
"May 13, 2020",Natural Search,3409748025694061038_4611693909119634605,1
"May 13, 2020",Natural Search,3412231566910656097_4611697207699505880,1
"May 13, 2020",Natural Search,3544653691174686847_3718236883096984339,1
"May 13, 2020",Natural Search,3615167859096529666_7610963901615996219,1
"May 13, 2020",Natural Search,4550053523515117647_4710731529338676450,1
"May 13, 2020",Natural Search,4555629582780680364_3513689377807025288,1
"May 13, 2020",Natural Search,540103668512776941_8577533814963003278,1
"May 13, 2020",Natural Search,5456377585710245739_4577861615977988136,1
"May 13, 2020",Natural Search,5583856280450313793_8196940501484311642,1
"May 13, 2020",Natural Search,6688096952178420605_1491728982263944697,1
"May 13, 2020",Natural Search,7289061334070638141_6556458361081689001,1
"May 13, 2020",Natural Search,7313525981064159045_57353762723988481,1
"May 13, 2020",Natural Search,7816442066896855036_5210950698144196887,1
"May 13, 2020",Natural Search,7856209561732215675_4208987119416817550,1
"May 13, 2020",Natural Search,7962615690520990736_2129728254721719135,1
"May 13, 2020",Natural Search,835806520091405590_3100646167114764401,1
"May 13, 2020",Paid Search,3295076779756595052_4611687203301540583,1
"May 13, 2020",Paid Search,3397970505961417826_6917536376958695870,1
"May 13, 2020",Paid Social Media,4316979657286640551_9161339528194367812,1
"May 13, 2020",Referring Domains,3787931458053123155_4220029557997693113,1
"May 13, 2020",Referring Domains,5360472475776604387_8833945350274634507,1
"May 14, 2020",Direct,1000836416244122302_5998928348624401027,1
"May 14, 2020",Direct,2073765693906005303_4895794296788365678,1
"May 14, 2020",Direct,3431283523806754767_1220290294230671572,1
"May 14, 2020",Direct,3622953398167569534_921526834106843550,1
"May 14, 2020",Direct,3663938617648648411_5943589142123122486,1
"May 14, 2020",Direct,4214555386976686789_3187109247614213870,1
"May 14, 2020",Direct,5039432172259273318_3137305681639926785,1
"May 14, 2020",Direct,5633124913011728254_4666134485418502250,1
"May 14, 2020",Direct,7636612799676490366_2545554354777456964,1
"May 14, 2020",Direct,7794241556094089996_5517134833513088293,1
"May 14, 2020",Direct,7922727424134077402_544233015191420774,1
"May 14, 2020",Direct,8512978323725630185_2714410966392619144,1
"May 14, 2020",Email,3040268937004493094_4292660400850171921,1
"May 14, 2020",Internal Referrer,8458676647325402842_587445884127705904,1
"May 14, 2020",Natural Search,2436373538362630898_6815268962818447438,1
"May 14, 2020",Natural Search,3202594059770908587_538695597687197135,1
"May 14, 2020",Natural Search,3379631717162017370_4611694780341337550,1
"May 14, 2020",Natural Search,3526917990198402582_8490830117499187270,1
"May 14, 2020",Natural Search,4245246962334067672_2925544754683256815,1
"May 14, 2020",Natural Search,4560901165254550157_102064089703702141,1
"May 14, 2020",Natural Search,6113645229141328770_322198004099188388,1
"May 14, 2020",Natural Search,6340227289431693264_5697916312288888155,1
"May 14, 2020",Natural Search,6540413433774649974_9165847012186933441,2
"May 14, 2020",Natural Search,687015061129705324_3468387087724216712,1
"May 14, 2020",Natural Search,6889132176307434348_7271674283800923148,1
"May 14, 2020",Natural Search,7091856670866509516_7130066557814250521,1
"May 14, 2020",Natural Search,7624844659483360212_4929456462468314358,1
"May 14, 2020",Natural Search,7752342437273509469_437549779781365487,1
"May 14, 2020",Natural Search,794114588007058149_2937819110367868204,1
"May 14, 2020",Natural Search,8222012776270955502_6926689381700935871,1
"May 14, 2020",Natural Search,8692991781149361808_7717784563729495230,1
"May 14, 2020",Natural Search,8795198822167474442_8389901170716732113,1
"May 14, 2020",Natural Search,9128722646069516698_3579238759118362812,1
"May 14, 2020",Natural Search,9200869745834972982_3960361639043420097,1
"May 14, 2020",Paid Search,5062014642540385991_7173605019242106470,1
"May 14, 2020",Paid Search,8779988602430333514_4272266638976387699,1
"May 14, 2020",Referring Domains,2263234207497060872_4985830206525496755,1
"May 15, 2020",Direct,1786513577791535195_5111513004134590074,1
"May 15, 2020",Direct,4872497545233064141_2685951647347724946,1
"May 15, 2020",Direct,4900900434984255864_7555925078588972659,1
"May 15, 2020",Direct,6164022771032781815_1432225215508519629,1
"May 15, 2020",Direct,7212696643352779190_977087123370707464,1
"May 15, 2020",Direct,8769390029612840121_1223658447706609126,1
"May 15, 2020",Email,5680030192936939546_4995237868885801271,1
"May 15, 2020",Internal Referrer,2092423743647534502_3559967569738347189,1
"May 15, 2020",Internal Referrer,8929356669459558589_5511568410808198869,1
"May 15, 2020",Natural Search,2996914137507761630_2116251774877443973,1
"May 15, 2020",Natural Search,3226373742316067099_7895464059809758952,1
"May 15, 2020",Natural Search,3659077204087149069_2020228240841126357,1
"May 15, 2020",Natural Search,5144608604337993548_8041157158575840907,1
"May 15, 2020",Natural Search,5246108220961608950_162767054643556452,1
"May 15, 2020",Natural Search,5591386732503618727_5653245547233939308,1
"May 15, 2020",Natural Search,5929735127589857035_7453521571229687569,1
"May 15, 2020",Natural Search,7479917817750077181_4112189478493477648,1
"May 15, 2020",Natural Search,805574700735248100_7832356767229698408,1
"May 15, 2020",Natural Search,8077067035558030007_7632655953208761177,1
"May 15, 2020",Natural Search,8266841314423425642_4699606520875960541,1
"May 15, 2020",Natural Search,8688171860282344783_4982665741431482385,1
"May 15, 2020",Natural Search,9031922194351248998_115672565182836303,1
"May 15, 2020",Natural Search,9068346291363792513_3417250610286531917,1
"May 15, 2020",Natural Search,9213244421861760916_5280153634846465490,1
"May 15, 2020",Paid Search,6035627318053106390_6865151652235995685,1
"May 15, 2020",Referring Domains,3390916191828934666_6917538176847323554,1
"May 16, 2020",Affiliates,2574621338970312269_1141864895732926017,1
"May 16, 2020",Direct,6639790818213227116_6460935675437843634,1
"May 16, 2020",Email,3341954541758683359_6917530247411833958,1
"May 16, 2020",Email,5260312375054045513_2333465690447911442,1
"May 16, 2020",Email,821151513867147025_7686046449044606793,1
"May 16, 2020",Natural Search,2054552239395082906_902111100146794185,1
"May 16, 2020",Natural Search,3103369469243132896_6917530181383741615,1
"May 16, 2020",Natural Search,4509505421853911859_5721600875823898124,1
"May 16, 2020",Natural Search,6505464062834772127_119960110167000530,1
"May 16, 2020",Natural Search,6721956003734131607_597580194197504607,1
"May 16, 2020",Natural Search,680819263839877608_2101289168501687555,1
"May 16, 2020",Natural Search,7367484306251671191_6861253407009565908,1
"May 16, 2020",Natural Search,7434886559001154494_887242531139436190,1
"May 16, 2020",Natural Search,7668560590719885660_1241408245040144304,1
"May 16, 2020",Natural Search,8688576988029420206_3390314714716388237,1
"May 16, 2020",Natural Search,8943139099252061937_5736984337071596840,1
"May 16, 2020",Paid Search,1772637711039034692_6163594418050342031,1
"May 16, 2020",Paid Search,5945162701908408383_4668615277586310858,1
"May 17, 2020",Direct,500335696301274774_8816516852848701133,1
"May 17, 2020",Direct,5807259022668413623_516876189374499123,1
"May 17, 2020",Internal Referrer,4839217455607427385_2602998853959921425,1
"May 17, 2020",Internal Referrer,5931854920497601024_231093004171690333,1
"May 17, 2020",Natural Search,1474844925509559872_7528866613427920898,1
"May 17, 2020",Natural Search,3408231977400506277_4611697056389340071,1
"May 17, 2020",Natural Search,4407310340655114830_5238354583237142754,1
"May 17, 2020",Natural Search,6242207522511241793_7524089067378589469,1
"May 17, 2020",Paid Search,129192958412629946_6891159493395168889,1
"May 17, 2020",Paid Search,3349724105384914803_6917530168491796501,1
"May 18, 2020",Affiliates,953004675826519028_4416099413481615078,1
"May 18, 2020",Direct,1506848639314894178_3410230911834710166,1
"May 18, 2020",Direct,2834812780202621025_2058653672066665838,1
"May 18, 2020",Direct,508494888275491040_6531237404728395888,1
"May 18, 2020",Direct,5707085556782913714_3686475113102747292,1
"May 18, 2020",Direct,884525619503408401_1144183637636047074,1
"May 18, 2020",Display,5736906203911617673_5659553058327140221,1
"May 18, 2020",Internal Referrer,1468207850290770908_526215787604626278,1
"May 18, 2020",Internal Referrer,2508754503026288703_291603124166669266,1
"May 18, 2020",Internal Referrer,591582911432406093_1815722109085738137,1
"May 18, 2020",Natural Search,2231151657110396749_7599568961599817357,1
"May 18, 2020",Natural Search,2821570365084525981_3004932115337160810,1
"May 18, 2020",Natural Search,3221145351885294797_4217122065747686261,1
"May 18, 2020",Natural Search,382948934772229812_6700609927899442711,1
"May 18, 2020",Natural Search,6184115463908304109_5020168982767201058,1
"May 18, 2020",Natural Search,7348057578970538211_3358188221406457288,1
"May 18, 2020",Natural Search,7728363325909274064_4166480838699171711,1
"May 18, 2020",Paid Search,4369609126253903404_735028154775310606,1
"May 18, 2020",Referring Domains,3209973397490020755_5115117033780433614,1
"May 18, 2020",Referring Domains,7518313628267308295_2593643013298550407,1
"May 19, 2020",Direct,1303915333380489454_5825347273481457664,1
"May 19, 2020",Direct,6052210470559252254_932956852629796374,1
"May 19, 2020",Internal Referrer,3349782083148437534_6917530159901900463,1
"May 19, 2020",Natural Search,304554111529247382_7638175862014172219,1
"May 19, 2020",Natural Search,3270016504577905091_4611687167868029313,1
"May 19, 2020",Natural Search,385659723507754950_8763725952159399975,1
"May 19, 2020",Natural Search,4024736811650024886_6747336225282575356,1
"May 19, 2020",Natural Search,4060023864715905246_7083556714469539170,1
"May 19, 2020",Natural Search,4370626991564309715_6985477856261061124,1
"May 19, 2020",Natural Search,5263915662388919661_419412428696813308,1
"May 19, 2020",Natural Search,6267267571714013205_2474564123268334871,1
"May 19, 2020",Natural Search,8491323419466388108_2395768673012227770,1
"May 20, 2020",Direct,1280902171410017788_6367709856712661485,1
"May 20, 2020",Direct,1849974633612549593_6384132869825337427,1
"May 20, 2020",Direct,1958644370434434451_8580649650741451615,1
"May 20, 2020",Direct,2528064689016368978_5565249797145016689,1
"May 20, 2020",Direct,3030898424995518336_8435326763353570157,1
"May 20, 2020",Direct,4331273456672269033_1200729457445975999,1
"May 20, 2020",Direct,7085790136179504180_2167829225707240870,1
"May 20, 2020",Direct,971834784286508857_9124053859834855275,1
"May 20, 2020",Internal Referrer,2685555229764660975_6659124865518520622,1
"May 20, 2020",Natural Search,1922697084630280200_5406299131876061539,1
"May 20, 2020",Natural Search,2767030625511241478_5852497881456799224,1
"May 20, 2020",Natural Search,3381184264087664400_6917537462528890369,1
"May 20, 2020",Natural Search,5406028145467066498_4876146004074333941,1
"May 20, 2020",Natural Search,5667385391664247890_1577518007169096792,1
"May 20, 2020",Natural Search,6625747716590057205_9052196316224066981,1
"May 20, 2020",Natural Search,8009765351709877853_4837552143917719489,1
"May 20, 2020",Natural Search,8866876454766708831_5233725495168790274,1
"May 20, 2020",Natural Search,9157181171388080251_7677402417668201868,1
